51.48931715,-0.144068949474194
53.50652435,-2.33744027914629
52.5052351,-1.96458648947063
53.7414773,-1.72695611924087
53.4054719,-2.9805393
51.0524552,-1.1697384
55.02982575,-1.50826196001687
52.9549771,-1.1511066
53.3806626,-1.4702278
51.4556994,-2.5952658
52.6367811,-1.1312289
50.8452919,-0.149749932674529
50.725392,-1.9472678
51.4835299,-3.1836873
54.63061455,-1.31591737065197
53.019441,-2.16238985106425
52.4081812,-1.510477
54.9063791,-1.375053
53.3943509,-3.0191569
51.4580216,-0.9673727
53.7657076,-0.3370322
53.7589938,-2.7051618
51.5882332,-2.9974967
51.6546228,-4.00272971491907
51.5406334,0.716111985950751
52.9212617,-1.4761491
50.39254155,-4.11169349044458
51.89121305,-0.423010153200279
51.29005795,-0.745882317276018
51.3789084,0.5063272
53.82450225,-3.03713290614379
52.0429797,-0.7589607
53.3806626,-1.4702278
52.2385239,-0.902493
52.6286576,1.2922681
51.5613683,-1.7856853
51.1103444,-0.1801094
52.0579495,1.1526345
53.5457188,-2.6264624
52.9549771,-1.1511066
51.7521553,-1.2582135
53.4016299,-2.56814250699864
51.5111014,-0.5940682
52.5906621,-0.263162871001759
52.2033051,0.124862
53.5227681,-1.1335312
53.9590555,-1.0815361
51.8629188,-2.2466485
53.7907262,-2.2439196
52.6780419,-2.4514273
53.7497193,-2.4797543
51.5681417,0.4567961
53.5677371,-0.0736289
50.8553888,0.5824703
51.627422,-0.7484153
51.35338705,1.33191333117623
53.7497193,-2.4797543
52.8058415,-1.642228
51.8931303,0.9046293
50.7732565,0.259083964976187
50.7256471,-3.5266611
51.899569,-2.071159
50.4613495,-3.5562475
53.2336131,-0.5392104
53.2352134,-1.4264097
51.7345403,0.4723823
51.262826,-1.0861976
51.2748258,0.5231646
52.1363806,-0.4675041
52.1918287,-2.2216009
55.84874145,-4.24656749660634
55.9483399,-3.1932723
57.1452452,-2.0913745
56.4593653,-2.9735213
55.997286,-3.7868533
55.7653249,-4.182994
55.9491746,-4.7629952
55.781074,-4.0724284
55.4779907,-4.6130443
55.8836171,-3.5160497
54.5969467,-5.9301554
54.9942962,-7.3192079
54.4507201,-6.3921622
